path	emotion	database	name
./datasets/ravdess-emotional-speech-audio/Actor_19/03-01-05-02-01-01-19.wav	anger	ravdess	03-01-05-02-01-01-19.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M40N30.wav	neutral	shemo	M40N30.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_angry/OAF_gin_angry.wav	anger	tess	OAF_gin_angry.wav
./datasets/cremad/AudioWAV/1053_IWL_NEU_XX.wav	neutral	cremad	1053_IWL_NEU_XX.wav
./datasets/cremad/AudioWAV/1091_IEO_HAP_HI.wav	happy	cremad	1091_IEO_HAP_HI.wav
./datasets/cremad/AudioWAV/1027_IWL_NEU_XX.wav	neutral	cremad	1027_IWL_NEU_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M25A38.wav	anger	shemo	M25A38.wav
./datasets/cremad/AudioWAV/1045_WSI_SAD_XX.wav	sadness	cremad	1045_WSI_SAD_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M47N25.wav	neutral	shemo	M47N25.wav
./datasets/cremad/AudioWAV/1036_IWL_SAD_XX.wav	sadness	cremad	1036_IWL_SAD_XX.wav
./datasets/cremad/AudioWAV/1047_IWW_HAP_XX.wav	happy	cremad	1047_IWW_HAP_XX.wav
./datasets/cremad/AudioWAV/1061_DFA_SAD_XX.wav	sadness	cremad	1061_DFA_SAD_XX.wav
./datasets/cremad/AudioWAV/1068_ITH_HAP_XX.wav	happy	cremad	1068_ITH_HAP_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M05S02.wav	sadness	shemo	M05S02.wav
./datasets/cremad/AudioWAV/1083_DFA_NEU_XX.wav	neutral	cremad	1083_DFA_NEU_XX.wav
./datasets/cremad/AudioWAV/1045_MTI_HAP_XX.wav	happy	cremad	1045_MTI_HAP_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F21S33.wav	sadness	shemo	F21S33.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M47A09.wav	anger	shemo	M47A09.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_neutral/OAF_tell_neutral.wav	neutral	tess	OAF_tell_neutral.wav
./datasets/cremad/AudioWAV/1043_TSI_NEU_XX.wav	neutral	cremad	1043_TSI_NEU_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M17N08.wav	neutral	shemo	M17N08.wav
./datasets/cremad/AudioWAV/1007_IOM_SAD_XX.wav	sadness	cremad	1007_IOM_SAD_XX.wav
./datasets/cremad/AudioWAV/1007_IEO_NEU_XX.wav	neutral	cremad	1007_IEO_NEU_XX.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Sad/OAF_kite_sad.wav	sadness	tess	OAF_kite_sad.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M40N14.wav	neutral	shemo	M40N14.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_neutral/YAF_near_neutral.wav	neutral	tess	YAF_near_neutral.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Sad/OAF_juice_sad.wav	sadness	tess	OAF_juice_sad.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_neutral/OAF_cheek_neutral.wav	neutral	tess	OAF_cheek_neutral.wav
./datasets/ravdess-emotional-speech-audio/Actor_12/03-01-04-02-02-02-12.wav	sadness	ravdess	03-01-04-02-02-02-12.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F21S07.wav	sadness	shemo	F21S07.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_happy/YAF_time_happy.wav	happy	tess	YAF_time_happy.wav
./datasets/savee-database/AudioData/JK/n21.wav	neutral	savee	n21.wav
./datasets/cremad/AudioWAV/1064_ITH_HAP_XX.wav	happy	cremad	1064_ITH_HAP_XX.wav
./datasets/ravdess-emotional-speech-audio/Actor_02/03-01-01-01-01-01-02.wav	neutral	ravdess	03-01-01-01-01-01-02.wav
./datasets/savee-database/AudioData/JE/a02.wav	anger	savee	a02.wav
./datasets/ravdess-emotional-speech-audio/Actor_10/03-01-01-01-02-01-10.wav	neutral	ravdess	03-01-01-01-02-01-10.wav
./datasets/cremad/AudioWAV/1081_TSI_ANG_XX.wav	anger	cremad	1081_TSI_ANG_XX.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Sad/OAF_page_sad.wav	sadness	tess	OAF_page_sad.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F05N53.wav	neutral	shemo	F05N53.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_sad/YAF_dodge_sad.wav	sadness	tess	YAF_dodge_sad.wav
./datasets/cremad/AudioWAV/1004_IOM_NEU_XX.wav	neutral	cremad	1004_IOM_NEU_XX.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_angry/OAF_witch_angry.wav	anger	tess	OAF_witch_angry.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_sad/YAF_choice_sad.wav	sadness	tess	YAF_choice_sad.wav
./datasets/ravdess-emotional-speech-audio/Actor_14/03-01-03-02-02-01-14.wav	happy	ravdess	03-01-03-02-02-01-14.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F30N06.wav	neutral	shemo	F30N06.wav
./datasets/cremad/AudioWAV/1026_ITH_ANG_XX.wav	anger	cremad	1026_ITH_ANG_XX.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_neutral/YAF_soup_neutral.wav	neutral	tess	YAF_soup_neutral.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F15A05.wav	anger	shemo	F15A05.wav
./datasets/cremad/AudioWAV/1077_TSI_NEU_XX.wav	neutral	cremad	1077_TSI_NEU_XX.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_sad/YAF_soap_sad.wav	sadness	tess	YAF_soap_sad.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M41H04.wav	happy	shemo	M41H04.wav
./datasets/ravdess-emotional-speech-audio/Actor_07/03-01-03-01-01-02-07.wav	happy	ravdess	03-01-03-01-01-02-07.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F13A20.wav	anger	shemo	F13A20.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F14H02.wav	happy	shemo	F14H02.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M26A17.wav	anger	shemo	M26A17.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F28A13.wav	anger	shemo	F28A13.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_neutral/OAF_page_neutral.wav	neutral	tess	OAF_page_neutral.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F09A10.wav	anger	shemo	F09A10.wav
./datasets/cremad/AudioWAV/1073_WSI_NEU_XX.wav	neutral	cremad	1073_WSI_NEU_XX.wav
./datasets/cremad/AudioWAV/1013_ITH_NEU_XX.wav	neutral	cremad	1013_ITH_NEU_XX.wav
./datasets/cremad/AudioWAV/1015_IWL_ANG_XX.wav	anger	cremad	1015_IWL_ANG_XX.wav
./datasets/cremad/AudioWAV/1023_MTI_HAP_XX.wav	happy	cremad	1023_MTI_HAP_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F05N13.wav	neutral	shemo	F05N13.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_neutral/OAF_door_neutral.wav	neutral	tess	OAF_door_neutral.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_angry/YAF_wire_angry.wav	anger	tess	YAF_wire_angry.wav
./datasets/cremad/AudioWAV/1082_TSI_SAD_XX.wav	sadness	cremad	1082_TSI_SAD_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M06S05.wav	sadness	shemo	M06S05.wav
./datasets/cremad/AudioWAV/1038_IEO_SAD_MD.wav	sadness	cremad	1038_IEO_SAD_MD.wav
./datasets/berlin-database-of-emotional-speech-emodb/wav/15b03Wb.wav	anger	emodb	15b03Wb.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_angry/OAF_said_angry.wav	anger	tess	OAF_said_angry.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_vote_happy.wav	happy	tess	OAF_vote_happy.wav
./datasets/ravdess-emotional-speech-audio/Actor_23/03-01-05-02-02-01-23.wav	anger	ravdess	03-01-05-02-02-01-23.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M52S01.wav	sadness	shemo	M52S01.wav
./datasets/berlin-database-of-emotional-speech-emodb/wav/09a05Wb.wav	anger	emodb	09a05Wb.wav
./datasets/berlin-database-of-emotional-speech-emodb/wav/14b09Fc.wav	happy	emodb	14b09Fc.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_angry/OAF_take_angry.wav	anger	tess	OAF_take_angry.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_angry/YAF_nice_angry.wav	anger	tess	YAF_nice_angry.wav
./datasets/cremad/AudioWAV/1010_ITH_NEU_XX.wav	neutral	cremad	1010_ITH_NEU_XX.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_neutral/OAF_take_neutral.wav	neutral	tess	OAF_take_neutral.wav
./datasets/cremad/AudioWAV/1073_ITS_HAP_XX.wav	happy	cremad	1073_ITS_HAP_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M27N09.wav	neutral	shemo	M27N09.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_sad/YAF_puff_sad.wav	sadness	tess	YAF_puff_sad.wav
./datasets/cremad/AudioWAV/1039_TIE_HAP_XX.wav	happy	cremad	1039_TIE_HAP_XX.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_size_happy.wav	happy	tess	OAF_size_happy.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M04N11.wav	neutral	shemo	M04N11.wav
./datasets/cremad/AudioWAV/1012_ITH_HAP_XX.wav	happy	cremad	1012_ITH_HAP_XX.wav
./datasets/cremad/AudioWAV/1064_TIE_SAD_XX.wav	sadness	cremad	1064_TIE_SAD_XX.wav
./datasets/cremad/AudioWAV/1079_TSI_SAD_XX.wav	sadness	cremad	1079_TSI_SAD_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F26N04.wav	neutral	shemo	F26N04.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_happy/YAF_soup_happy.wav	happy	tess	YAF_soup_happy.wav
./datasets/cremad/AudioWAV/1071_TIE_NEU_XX.wav	neutral	cremad	1071_TIE_NEU_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F12N11.wav	neutral	shemo	F12N11.wav
./datasets/cremad/AudioWAV/1078_MTI_HAP_XX.wav	happy	cremad	1078_MTI_HAP_XX.wav
./datasets/cremad/AudioWAV/1063_IEO_ANG_MD.wav	anger	cremad	1063_IEO_ANG_MD.wav
./datasets/berlin-database-of-emotional-speech-emodb/wav/14a05Tc.wav	sadness	emodb	14a05Tc.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M16H02.wav	happy	shemo	M16H02.wav
./datasets/cremad/AudioWAV/1041_TSI_ANG_XX.wav	anger	cremad	1041_TSI_ANG_XX.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_neutral/YAF_rose_neutral.wav	neutral	tess	YAF_rose_neutral.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_chain_happy.wav	happy	tess	OAF_chain_happy.wav
./datasets/cremad/AudioWAV/1011_ITH_HAP_XX.wav	happy	cremad	1011_ITH_HAP_XX.wav
./datasets/savee-database/AudioData/JK/h09.wav	happy	savee	h09.wav
./datasets/cremad/AudioWAV/1026_WSI_HAP_XX.wav	happy	cremad	1026_WSI_HAP_XX.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Sad/OAF_lid_sad.wav	sadness	tess	OAF_lid_sad.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F10A32.wav	anger	shemo	F10A32.wav
./datasets/ravdess-emotional-speech-audio/Actor_22/03-01-04-01-01-01-22.wav	sadness	ravdess	03-01-04-01-01-01-22.wav
./datasets/cremad/AudioWAV/1043_IEO_ANG_HI.wav	anger	cremad	1043_IEO_ANG_HI.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F21H08.wav	happy	shemo	F21H08.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F04A15.wav	anger	shemo	F04A15.wav
./datasets/cremad/AudioWAV/1007_ITH_HAP_XX.wav	happy	cremad	1007_ITH_HAP_XX.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_sad/YAF_check_sad.wav	sadness	tess	YAF_check_sad.wav
./datasets/cremad/AudioWAV/1040_MTI_HAP_XX.wav	happy	cremad	1040_MTI_HAP_XX.wav
./datasets/cremad/AudioWAV/1024_IEO_HAP_HI.wav	happy	cremad	1024_IEO_HAP_HI.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F23A01.wav	anger	shemo	F23A01.wav
./datasets/cremad/AudioWAV/1043_TIE_ANG_XX.wav	anger	cremad	1043_TIE_ANG_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F09A07.wav	anger	shemo	F09A07.wav
./datasets/berlin-database-of-emotional-speech-emodb/wav/11b03Nb.wav	neutral	emodb	11b03Nb.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F24A30.wav	anger	shemo	F24A30.wav
./datasets/ravdess-emotional-speech-audio/Actor_10/03-01-03-01-01-02-10.wav	happy	ravdess	03-01-03-01-01-02-10.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F21A14.wav	anger	shemo	F21A14.wav
./datasets/cremad/AudioWAV/1029_IEO_SAD_LO.wav	sadness	cremad	1029_IEO_SAD_LO.wav
./datasets/cremad/AudioWAV/1034_TSI_NEU_XX.wav	neutral	cremad	1034_TSI_NEU_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F31S01.wav	sadness	shemo	F31S01.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_sad/YAF_void_sad.wav	sadness	tess	YAF_void_sad.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Sad/OAF_five_sad.wav	sadness	tess	OAF_five_sad.wav
./datasets/savee-database/AudioData/KL/a10.wav	anger	savee	a10.wav
./datasets/cremad/AudioWAV/1043_IOM_NEU_XX.wav	neutral	cremad	1043_IOM_NEU_XX.wav
./datasets/cremad/AudioWAV/1028_TIE_HAP_XX.wav	happy	cremad	1028_TIE_HAP_XX.wav
./datasets/cremad/AudioWAV/1036_IEO_HAP_LO.wav	happy	cremad	1036_IEO_HAP_LO.wav
./datasets/cremad/AudioWAV/1052_WSI_ANG_XX.wav	anger	cremad	1052_WSI_ANG_XX.wav
./datasets/cremad/AudioWAV/1037_IWW_HAP_XX.wav	happy	cremad	1037_IWW_HAP_XX.wav
./datasets/cremad/AudioWAV/1016_TSI_SAD_XX.wav	sadness	cremad	1016_TSI_SAD_XX.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_neutral/OAF_far_neutral.wav	neutral	tess	OAF_far_neutral.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_angry/OAF_join_angry.wav	anger	tess	OAF_join_angry.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_neutral/OAF_lore_neutral.wav	neutral	tess	OAF_lore_neutral.wav
./datasets/cremad/AudioWAV/1087_MTI_SAD_XX.wav	sadness	cremad	1087_MTI_SAD_XX.wav
./datasets/cremad/AudioWAV/1088_ITH_NEU_XX.wav	neutral	cremad	1088_ITH_NEU_XX.wav
./datasets/cremad/AudioWAV/1027_WSI_ANG_XX.wav	anger	cremad	1027_WSI_ANG_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M03A09.wav	anger	shemo	M03A09.wav
./datasets/cremad/AudioWAV/1053_TAI_NEU_XX.wav	neutral	cremad	1053_TAI_NEU_XX.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Sad/OAF_lot_sad.wav	sadness	tess	OAF_lot_sad.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F28S01.wav	sadness	shemo	F28S01.wav
./datasets/cremad/AudioWAV/1016_ITH_ANG_XX.wav	anger	cremad	1016_ITH_ANG_XX.wav
./datasets/cremad/AudioWAV/1053_IEO_HAP_HI.wav	happy	cremad	1053_IEO_HAP_HI.wav
./datasets/cremad/AudioWAV/1046_TSI_NEU_XX.wav	neutral	cremad	1046_TSI_NEU_XX.wav
./datasets/cremad/AudioWAV/1026_IEO_NEU_XX.wav	neutral	cremad	1026_IEO_NEU_XX.wav
./datasets/cremad/AudioWAV/1086_IWL_NEU_XX.wav	neutral	cremad	1086_IWL_NEU_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M25A19.wav	anger	shemo	M25A19.wav
./datasets/cremad/AudioWAV/1023_DFA_HAP_XX.wav	happy	cremad	1023_DFA_HAP_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F28A22.wav	anger	shemo	F28A22.wav
./datasets/cremad/AudioWAV/1088_DFA_HAP_XX.wav	happy	cremad	1088_DFA_HAP_XX.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_angry/YAF_sure_angry.wav	anger	tess	YAF_sure_angry.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_angry/YAF_sail_angry.wav	anger	tess	YAF_sail_angry.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_angry/OAF_neat_angry.wav	anger	tess	OAF_neat_angry.wav
./datasets/cremad/AudioWAV/1003_IEO_HAP_MD.wav	happy	cremad	1003_IEO_HAP_MD.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M22A02.wav	anger	shemo	M22A02.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F06H04.wav	happy	shemo	F06H04.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_happy/YAF_sour_happy.wav	happy	tess	YAF_sour_happy.wav
./datasets/cremad/AudioWAV/1089_IEO_ANG_LO.wav	anger	cremad	1089_IEO_ANG_LO.wav
./datasets/berlin-database-of-emotional-speech-emodb/wav/08a01Na.wav	neutral	emodb	08a01Na.wav
./datasets/cremad/AudioWAV/1005_TIE_HAP_XX.wav	happy	cremad	1005_TIE_HAP_XX.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_sad/YAF_pole_sad.wav	sadness	tess	YAF_pole_sad.wav
./datasets/cremad/AudioWAV/1044_DFA_HAP_XX.wav	happy	cremad	1044_DFA_HAP_XX.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_angry/OAF_merge_angry.wav	anger	tess	OAF_merge_angry.wav
./datasets/cremad/AudioWAV/1086_MTI_ANG_XX.wav	anger	cremad	1086_MTI_ANG_XX.wav
./datasets/cremad/AudioWAV/1040_IWW_HAP_XX.wav	happy	cremad	1040_IWW_HAP_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F30N01.wav	neutral	shemo	F30N01.wav
./datasets/cremad/AudioWAV/1079_ITH_ANG_XX.wav	anger	cremad	1079_ITH_ANG_XX.wav
./datasets/cremad/AudioWAV/1027_TAI_SAD_XX.wav	sadness	cremad	1027_TAI_SAD_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F28A27.wav	anger	shemo	F28A27.wav
./datasets/cremad/AudioWAV/1073_MTI_HAP_XX.wav	happy	cremad	1073_MTI_HAP_XX.wav
./datasets/berlin-database-of-emotional-speech-emodb/wav/11a02Nc.wav	neutral	emodb	11a02Nc.wav
./datasets/ravdess-emotional-speech-audio/Actor_13/03-01-01-01-01-01-13.wav	neutral	ravdess	03-01-01-01-01-01-13.wav
./datasets/savee-database/AudioData/JK/sa06.wav	sadness	savee	sa06.wav
./datasets/cremad/AudioWAV/1029_ITS_NEU_XX.wav	neutral	cremad	1029_ITS_NEU_XX.wav
./datasets/savee-database/AudioData/KL/a05.wav	anger	savee	a05.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Sad/OAF_hall_sad.wav	sadness	tess	OAF_hall_sad.wav
./datasets/cremad/AudioWAV/1048_ITS_SAD_XX.wav	sadness	cremad	1048_ITS_SAD_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F21A04.wav	anger	shemo	F21A04.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M28A33.wav	anger	shemo	M28A33.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M19N03.wav	neutral	shemo	M19N03.wav
./datasets/cremad/AudioWAV/1041_IEO_ANG_HI.wav	anger	cremad	1041_IEO_ANG_HI.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_happy/YAF_tell_happy.wav	happy	tess	YAF_tell_happy.wav
./datasets/cremad/AudioWAV/1024_TAI_SAD_XX.wav	sadness	cremad	1024_TAI_SAD_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F19N12.wav	neutral	shemo	F19N12.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F25N03.wav	neutral	shemo	F25N03.wav
./datasets/cremad/AudioWAV/1007_TSI_SAD_XX.wav	sadness	cremad	1007_TSI_SAD_XX.wav
./datasets/berlin-database-of-emotional-speech-emodb/wav/14b01Na.wav	neutral	emodb	14b01Na.wav
./datasets/cremad/AudioWAV/1029_ITS_HAP_XX.wav	happy	cremad	1029_ITS_HAP_XX.wav
./datasets/cremad/AudioWAV/1064_WSI_HAP_XX.wav	happy	cremad	1064_WSI_HAP_XX.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Sad/OAF_young_sad.wav	sadness	tess	OAF_young_sad.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F03A05.wav	anger	shemo	F03A05.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M29A12.wav	anger	shemo	M29A12.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M50A08.wav	anger	shemo	M50A08.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_neutral/OAF_gun_neutral.wav	neutral	tess	OAF_gun_neutral.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M16A21.wav	anger	shemo	M16A21.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_angry/OAF_bite_angry.wav	anger	tess	OAF_bite_angry.wav
./datasets/cremad/AudioWAV/1007_MTI_NEU_XX.wav	neutral	cremad	1007_MTI_NEU_XX.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_angry/OAF_laud_angry.wav	anger	tess	OAF_laud_angry.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M04N72.wav	neutral	shemo	M04N72.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M29A02.wav	anger	shemo	M29A02.wav
./datasets/cremad/AudioWAV/1007_ITH_SAD_XX.wav	sadness	cremad	1007_ITH_SAD_XX.wav
./datasets/cremad/AudioWAV/1086_IEO_ANG_LO.wav	anger	cremad	1086_IEO_ANG_LO.wav
./datasets/cremad/AudioWAV/1047_TSI_ANG_XX.wav	anger	cremad	1047_TSI_ANG_XX.wav
./datasets/cremad/AudioWAV/1037_IWL_NEU_XX.wav	neutral	cremad	1037_IWL_NEU_XX.wav
./datasets/berlin-database-of-emotional-speech-emodb/wav/12a01Wc.wav	anger	emodb	12a01Wc.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M12A24.wav	anger	shemo	M12A24.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_angry/YAF_shirt_angry.wav	anger	tess	YAF_shirt_angry.wav
./datasets/cremad/AudioWAV/1027_TAI_ANG_XX.wav	anger	cremad	1027_TAI_ANG_XX.wav
./datasets/cremad/AudioWAV/1018_TAI_ANG_XX.wav	anger	cremad	1018_TAI_ANG_XX.wav
